PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,AgeGroup,CabinBool,Title,FareBand
174,0,3,0,0,0,1,4,0,1,2
175,0,1,0,0,0,2,6,1,1,3
176,0,3,0,1,1,1,3,0,1,1
177,0,3,0,3,1,1,1,0,4,3
178,0,1,1,0,0,2,6,1,2,3
179,0,2,0,0,0,1,5,0,1,2
180,0,3,0,0,0,1,6,0,1,1
181,0,3,1,8,2,1,4,0,2,4
182,0,2,0,0,0,2,5,0,1,3
183,0,3,0,4,2,1,2,0,4,4
184,1,2,0,2,1,1,1,1,4,4
185,1,3,1,0,2,1,1,0,2,3
186,0,1,0,0,0,1,5,1,1,4
187,1,3,1,1,0,3,6,0,3,3
188,1,1,0,0,0,1,6,0,1,3
189,0,3,0,1,1,3,6,0,1,3
190,0,3,0,0,0,1,6,0,1,1
191,1,2,1,0,0,1,5,0,3,2
192,0,2,0,0,0,1,4,0,1,2
193,1,3,1,1,0,1,4,0,2,1
194,1,2,0,1,1,1,1,1,4,3
195,1,1,1,0,0,2,6,1,3,3
196,1,1,1,0,0,2,6,1,2,4
197,0,3,0,0,0,3,5,0,1,1
198,0,3,0,0,1,1,6,0,1,2
199,1,3,1,0,0,3,4,0,2,1
200,0,2,1,0,0,1,4,0,2,2
201,0,3,0,0,0,1,5,0,1,2
202,0,3,0,8,2,1,5,0,1,4
203,0,3,0,0,0,1,5,0,1,1
204,0,3,0,0,0,2,6,0,1,1
205,1,3,0,0,0,1,3,0,1,2
206,0,3,1,0,1,1,1,1,2,2
207,0,3,0,1,0,1,5,0,1,3
208,1,3,0,0,0,2,5,0,1,3
209,1,3,1,0,0,3,3,0,2,1
210,1,1,0,0,0,2,6,1,1,3
211,0,3,0,0,0,1,4,0,1,1
212,1,2,1,0,0,1,5,0,2,3
213,0,3,0,0,0,1,4,0,1,1
214,0,2,0,0,0,1,5,0,1,2
215,0,3,0,1,0,3,5,0,1,1
216,1,1,1,1,0,2,5,1,2,4
217,1,3,1,0,0,1,5,0,2,2
218,0,2,0,1,0,1,6,0,1,3
219,1,1,1,0,0,2,5,1,2,4
220,0,2,0,0,0,1,5,0,1,2
221,1,3,0,0,0,1,3,0,1,2
222,0,2,0,0,0,1,5,0,1,2
223,0,3,0,0,0,1,6,0,1,2
224,0,3,0,0,0,1,5,0,1,1
225,1,1,0,1,0,1,6,1,1,4
226,0,3,0,0,0,1,4,0,1,2
227,1,2,0,0,0,1,4,0,1,2
228,0,3,0,0,0,1,4,0,1,1
229,0,2,0,0,0,1,3,0,1,2
230,0,3,1,3,1,1,4,0,2,3
231,1,1,1,1,0,1,5,1,3,4
232,0,3,0,0,0,1,5,0,1,1
233,0,2,0,0,0,1,6,0,1,2
234,1,3,1,4,2,1,1,0,2,4
235,0,2,0,0,0,1,4,0,1,2
236,0,3,1,0,0,1,4,0,2,1
237,0,2,0,1,0,1,6,0,1,3
238,1,2,1,0,2,1,2,0,2,3
239,0,2,0,0,0,1,4,0,1,2
240,0,2,0,0,0,1,5,0,1,2
241,0,3,1,1,0,2,4,0,2,2
242,1,3,1,1,0,3,4,0,2,3
243,0,2,0,0,0,1,5,0,1,2
244,0,3,0,0,0,1,4,0,1,1
245,0,3,0,0,0,2,5,0,1,1
246,0,1,0,2,0,3,6,1,6,4
247,0,3,1,0,0,1,5,0,2,1
248,1,2,1,0,2,1,4,0,3,3
249,1,1,0,1,1,1,6,1,1,4
250,0,2,0,1,0,1,6,0,6,3
251,0,3,0,0,0,1,5,0,1,1
252,0,3,1,1,1,1,5,1,3,2
253,0,1,0,0,0,1,7,1,1,3
254,0,3,0,1,0,1,5,0,1,3
255,0,3,1,0,2,1,6,0,3,3
256,1,3,1,0,2,2,5,0,3,3
257,1,1,1,0,0,2,6,0,3,4
258,1,1,1,0,0,1,5,1,2,4
259,1,1,1,0,0,2,5,0,2,4
260,1,2,1,0,1,1,6,0,3,3
261,0,3,0,0,0,3,5,0,1,1
262,1,3,0,4,2,1,1,0,4,4
263,0,1,0,1,1,1,6,1,1,4
264,0,1,0,0,0,1,6,1,1,1
265,0,3,1,0,0,3,4,0,2,1
266,0,2,0,0,0,1,6,0,1,2
267,0,3,0,4,1,1,3,0,1,4
268,1,3,0,1,0,1,5,0,1,1
269,1,1,1,0,1,1,6,1,3,4
270,1,1,1,0,0,1,5,1,2,4
271,0,1,0,0,0,1,5,0,1,3
272,1,3,0,0,0,1,5,0,1,1
273,1,2,1,0,1,1,6,0,3,3
274,0,1,0,0,1,2,6,1,1,3
275,1,3,1,0,0,3,4,0,2,1
276,1,1,1,1,0,1,7,1,2,4
277,0,3,1,0,0,1,6,0,2,1
278,0,2,0,0,0,1,5,0,1,1
279,0,3,0,4,1,3,2,0,4,3
280,1,3,1,1,1,1,5,0,3,3
281,0,3,0,0,0,3,7,0,1,1
282,0,3,0,0,0,1,5,0,1,1
283,0,3,0,0,0,1,3,0,1,2
284,1,3,0,0,0,1,4,0,1,2
285,0,1,0,0,0,1,5,1,1,3
286,0,3,0,0,0,2,5,0,1,2
287,1,3,0,0,0,1,5,0,1,2
288,0,3,0,0,0,1,4,0,1,1
289,1,2,0,0,0,1,6,0,1,2
290,1,3,1,0,0,3,4,0,2,1
291,1,1,1,0,0,1,5,0,2,4
292,1,1,1,1,0,2,4,1,3,4
293,0,2,0,0,0,2,6,1,1,2
294,0,3,1,0,0,1,4,0,2,2
295,0,3,0,0,0,1,4,0,1,1
296,0,1,0,0,0,2,5,0,1,3
297,0,3,0,0,0,2,4,0,1,1
298,0,1,1,1,2,1,1,1,2,4
299,1,1,0,0,0,1,5,1,1,3
300,1,1,1,0,1,2,6,1,3,4
301,1,3,1,0,0,3,4,0,2,1
302,1,3,0,2,0,3,5,0,1,3
303,0,3,0,0,0,1,4,0,1,1
304,1,2,1,0,0,3,4,1,2,2
305,0,3,0,0,0,1,5,0,1,2
306,1,1,0,1,2,1,1,1,4,4
307,1,1,1,0,0,2,4,0,2,4
308,1,1,1,1,0,2,3,1,3,4
309,0,2,0,1,0,2,5,0,1,3
310,1,1,1,0,0,2,5,1,2,4
311,1,1,1,0,0,2,4,1,2,4
312,1,1,1,2,2,2,3,1,2,4
313,0,2,1,1,1,1,5,0,3,3
314,0,3,0,0,0,1,5,0,1,1
315,0,2,0,1,1,1,6,0,1,3
316,1,3,1,0,0,1,5,0,2,1
317,1,2,1,1,0,1,4,0,3,3
318,0,2,0,0,0,1,6,0,6,2
319,1,1,1,0,2,1,5,1,2,4
320,1,1,1,1,1,2,6,1,3,4
321,0,3,0,0,0,1,4,0,1,1
322,0,3,0,0,0,1,5,0,1,1
323,1,2,1,0,0,3,5,0,2,2
324,1,2,1,1,1,1,4,0,3,3
325,0,3,0,8,2,1,5,0,1,4
326,1,1,1,0,0,2,6,1,2,4
327,0,3,0,0,0,1,7,0,1,1
328,1,2,1,0,0,1,6,1,3,2
329,1,3,1,1,1,1,5,0,3,3
330,1,1,1,0,1,2,3,1,2,4
331,1,3,1,2,0,3,4,0,2,3
332,0,1,0,0,0,1,6,1,1,3
333,0,1,0,0,1,1,6,1,1,4
334,0,3,0,2,0,1,3,0,1,3
335,1,1,1,1,0,1,6,0,3,4
336,0,3,0,0,0,1,5,0,1,1
337,0,1,0,1,0,1,5,1,1,4
338,1,1,1,0,0,2,6,1,2,4
339,1,3,0,0,0,1,6,0,1,2
340,0,1,0,0,0,1,6,1,1,4
341,1,2,0,1,1,1,1,1,4,3
342,1,1,1,3,2,1,4,1,2,4
343,0,2,0,0,0,1,5,0,1,2
344,0,2,0,0,0,1,5,0,1,2
345,0,2,0,0,0,1,6,0,1,2
346,1,2,1,0,0,1,4,1,2,2
347,1,2,1,0,0,1,6,0,2,2
348,1,3,1,1,0,1,6,0,3,3
349,1,3,0,1,1,1,1,0,4,3
350,0,3,0,0,0,1,6,0,1,2
351,0,3,0,0,0,1,4,0,1,2
352,0,1,0,0,0,1,5,1,1,4
353,0,3,0,1,1,2,3,0,1,1
354,0,3,0,1,0,1,5,0,1,3
355,0,3,0,0,0,2,5,0,1,1
356,0,3,0,0,0,1,5,0,1,2
357,1,1,1,0,1,1,4,1,2,4
358,0,2,1,0,0,1,6,0,2,2
359,1,3,1,0,0,3,4,0,2,1
360,1,3,1,0,0,3,4,0,2,1
361,0,3,0,1,4,1,6,0,1,3
362,0,2,0,1,0,2,5,0,1,3
363,0,3,1,0,1,2,6,0,3,2
364,0,3,0,0,0,1,5,0,1,1
365,0,3,0,1,0,3,5,0,1,3
366,0,3,0,0,0,1,5,0,1,1
367,1,1,1,1,0,2,6,1,3,4
368,1,3,1,0,0,2,6,0,3,1
369,1,3,1,0,0,3,4,0,2,1
370,1,1,1,0,0,2,4,1,3,4
371,1,1,0,1,0,2,5,1,1,4
372,0,3,0,1,0,1,3,0,1,1
373,0,3,0,0,0,1,4,0,1,2
374,0,1,0,0,0,2,4,0,1,4
375,0,3,1,3,1,1,1,0,2,3
376,1,1,1,1,0,2,6,0,3,4
377,1,3,1,0,0,1,4,0,2,1
378,0,1,0,0,2,2,5,1,1,4
379,0,3,0,0,0,2,4,0,1,1
380,0,3,0,0,0,1,4,0,1,1
381,1,1,1,0,0,2,6,0,2,4
382,1,3,1,0,2,2,1,0,2,3
383,0,3,0,0,0,1,5,0,1,2
384,1,1,1,1,0,1,5,0,3,4
385,0,3,0,0,0,1,5,0,1,1
386,0,2,0,0,0,1,3,0,1,4
387,0,3,0,5,2,1,1,0,4,4
388,1,2,1,0,0,1,6,0,2,2
389,0,3,0,0,0,3,5,0,1,1
390,1,2,1,0,0,2,3,0,2,2
391,1,1,0,1,2,1,6,1,1,4
392,1,3,0,0,0,1,4,0,1,1
393,0,3,0,2,0,1,5,0,1,2
394,1,1,1,1,0,2,4,1,2,4
395,1,3,1,0,2,1,4,1,3,3
396,0,3,0,0,0,1,4,0,1,1
397,0,3,1,0,0,1,5,0,2,1
398,0,2,0,0,0,1,6,0,1,3
399,0,2,0,0,0,1,4,0,6,2
400,1,2,1,0,0,1,5,0,3,2
401,1,3,0,0,0,1,6,0,1,2
402,0,3,0,0,0,1,5,0,1,2
403,0,3,1,1,0,1,4,0,2,2
404,0,3,0,1,0,1,5,0,1,3
405,0,3,1,0,0,1,4,0,2,2
406,0,2,0,1,0,1,5,0,1,3
407,0,3,0,0,0,1,6,0,1,1
408,1,2,0,1,1,1,1,0,4,3
409,0,3,0,0,0,1,4,0,1,1
410,0,3,1,3,1,1,4,0,2,3
411,0,3,0,0,0,1,5,0,1,1
412,0,3,0,0,0,3,5,0,1,1
413,1,1,1,1,0,3,5,1,2,4
414,0,2,0,0,0,1,5,0,1,1
415,1,3,0,0,0,1,6,0,1,2
416,0,3,1,0,0,1,6,0,3,2
417,1,2,1,1,1,1,5,0,3,4
418,1,2,1,0,2,1,3,0,2,2
419,0,2,0,0,0,1,5,0,1,2
420,0,3,1,0,2,1,2,0,2,3
421,0,3,0,0,0,2,5,0,1,1
422,0,3,0,0,0,3,4,0,1,1
423,0,3,0,0,0,1,5,0,1,1
424,0,3,1,1,1,1,5,0,3,2
425,0,3,0,1,1,1,3,0,1,3
426,0,3,0,0,0,1,5,0,1,1
427,1,2,1,1,0,1,5,0,3,3
428,1,2,1,0,0,1,4,0,2,3
429,0,3,0,0,0,3,5,0,1,1
430,1,3,0,0,0,1,5,1,1,2
431,1,1,0,0,0,1,5,1,1,3
432,1,3,1,1,0,1,6,0,3,3
433,1,2,1,1,0,1,6,0,3,3
434,0,3,0,0,0,1,3,0,1,1
435,0,1,0,1,0,1,6,1,1,4
436,1,1,1,1,2,1,3,1,2,4
437,0,3,1,2,2,1,4,0,2,4
438,1,2,1,2,3,1,4,0,3,3
439,0,1,0,1,4,1,7,1,1,4
440,0,2,0,0,0,1,5,0,1,2
441,1,2,1,1,1,1,6,0,3,3
442,0,3,0,0,0,1,4,0,1,2
443,0,3,0,1,0,1,5,0,1,1
444,1,2,1,0,0,1,5,0,2,2
445,1,3,0,0,0,1,5,0,1,2
446,1,1,0,0,2,1,1,1,4,4
447,1,2,1,0,1,1,3,0,2,3
448,1,1,0,0,0,1,5,0,1,3
449,1,3,1,2,1,2,1,0,2,3
450,1,1,0,0,0,1,6,1,6,3
451,0,2,0,1,2,1,6,0,1,3
452,0,3,0,1,0,1,5,0,1,3
453,0,1,0,0,0,2,5,1,1,3
454,1,1,0,1,0,2,6,1,1,4
455,0,3,0,0,0,1,5,0,1,2
456,1,3,0,0,0,2,5,0,1,1
457,0,1,0,0,0,1,7,1,1,3
458,1,1,1,1,0,1,6,1,3,4
459,1,2,1,0,0,1,6,0,2,2
460,0,3,0,0,0,3,5,0,1,1
461,1,1,0,0,0,1,6,1,1,3
462,0,3,0,0,0,1,5,0,1,2
463,0,1,0,0,0,1,6,1,1,4
464,0,2,0,0,0,1,6,0,1,2
465,0,3,0,0,0,1,5,0,1,2
466,0,3,0,0,0,1,6,0,1,1
467,0,2,0,0,0,1,5,0,1,1
468,0,1,0,0,0,1,6,0,1,3
469,0,3,0,0,0,3,5,0,1,1
470,1,3,1,2,1,2,1,0,2,3
471,0,3,0,0,0,1,5,0,1,1
472,0,3,0,0,0,1,6,0,1,2
473,1,2,1,1,2,1,5,0,3,3
474,1,2,1,0,0,2,4,1,3,2
475,0,3,1,0,0,1,4,0,2,2
476,0,1,0,0,0,1,5,1,1,4
477,0,2,0,1,0,1,5,0,1,3
478,0,3,0,1,0,1,5,0,1,1
479,0,3,0,0,0,1,4,0,1,1
480,1,3,1,0,1,1,1,0,2,2
481,0,3,0,5,2,1,2,0,4,4
482,0,2,0,0,0,1,5,0,1,1
483,0,3,0,0,0,1,6,0,1,2
484,1,3,1,0,0,1,7,0,3,2
485,1,1,0,1,0,2,5,1,1,4
486,0,3,1,3,1,1,4,0,2,3
487,1,1,1,1,0,1,5,1,3,4
488,0,1,0,0,0,2,6,1,1,3
489,0,3,0,0,0,1,5,0,1,2
490,1,3,0,1,1,1,2,0,4,3
491,0,3,0,1,0,1,5,0,1,3
492,0,3,0,0,0,1,4,0,1,1
493,0,1,0,0,0,1,6,1,1,3
494,0,1,0,0,0,2,7,0,1,4
495,0,3,0,0,0,1,4,0,1,2
496,0,3,0,0,0,2,5,0,1,3
497,1,1,1,1,0,2,6,1,2,4
498,0,3,0,0,0,1,5,0,1,3
499,0,1,1,1,2,1,5,1,3,4
500,0,3,0,0,0,1,4,0,1,1
501,0,3,0,0,0,1,3,0,1,2
502,0,3,1,0,0,3,4,0,2,1
503,0,3,1,0,0,3,4,0,2,1
504,0,3,1,0,0,1,6,0,2,2
505,1,1,1,0,0,1,3,1,2,4
506,0,1,0,1,0,2,3,1,1,4
507,1,2,1,0,2,1,5,0,3,3
508,1,1,0,0,0,1,5,0,1,3
509,0,3,0,0,0,1,5,0,1,3
510,1,3,0,0,0,1,5,0,1,4
511,1,3,0,0,0,3,5,0,1,1
512,0,3,0,0,0,1,5,0,1,2
513,1,1,0,0,0,1,6,1,1,3
514,1,1,1,1,0,2,6,0,3,4
515,0,3,0,0,0,1,4,0,1,1
516,0,1,0,0,0,1,6,1,1,4
517,1,2,1,0,0,1,5,1,3,2
518,0,3,0,0,0,3,5,0,1,3
519,1,2,1,1,0,1,6,0,3,3
520,0,3,0,0,0,1,5,0,1,1
521,1,1,1,0,0,1,5,1,2,4
522,0,3,0,0,0,1,4,0,1,1
523,0,3,0,0,0,2,5,0,1,1
524,1,1,1,0,1,2,6,1,3,4
525,0,3,0,0,0,2,5,0,1,1
526,0,3,0,0,0,3,6,0,1,1
527,1,2,1,0,0,1,6,0,2,2
528,0,1,0,0,0,1,5,1,1,4
529,0,3,0,0,0,1,6,0,1,2
530,0,2,0,2,1,1,4,0,1,2
531,1,2,1,1,1,1,1,0,2,3
532,0,3,0,0,0,2,5,0,1,1
533,0,3,0,1,1,2,3,0,1,1
534,1,3,1,0,2,2,6,0,3,3
535,0,3,1,0,0,1,5,0,2,2
536,1,2,1,0,2,1,2,0,2,3
537,0,1,0,0,0,1,6,1,6,3
538,1,1,1,0,0,2,5,0,2,4
539,0,3,0,0,0,1,5,0,1,3
540,1,1,1,0,2,2,4,1,2,4
541,1,1,1,0,2,1,6,1,2,4
542,0,3,1,4,2,1,2,0,2,4
543,0,3,1,4,2,1,2,0,2,4
544,1,2,0,1,0,1,5,0,1,3
545,0,1,0,1,0,2,6,1,1,4
546,0,1,0,0,0,1,7,0,1,3
547,1,2,1,1,0,1,4,0,3,3
548,1,2,0,0,0,2,5,0,1,2
549,0,3,0,1,1,1,5,0,1,3
550,1,2,0,1,1,1,2,0,4,4
551,1,1,0,0,2,2,3,1,1,4
552,0,2,0,0,0,1,5,0,1,3
553,0,3,0,0,0,3,5,0,1,1
554,1,3,0,0,0,2,4,0,1,1
555,1,3,1,0,0,1,4,0,2,1
556,0,1,0,0,0,1,7,0,1,3
557,1,1,1,1,0,2,6,1,6,4
558,0,1,0,0,0,2,5,0,1,4
559,1,1,1,1,1,1,6,1,3,4
560,1,3,1,1,0,1,6,0,3,3
561,0,3,0,0,0,3,5,0,1,1
562,0,3,0,0,0,1,6,0,1,1
563,0,2,0,0,0,1,5,0,1,2
564,0,3,0,0,0,1,5,0,1,2
565,0,3,1,0,0,1,4,0,2,2
566,0,3,0,2,0,1,4,0,1,3
567,0,3,0,0,0,1,4,0,1,1
568,0,3,1,0,4,1,5,0,3,3
569,0,3,0,0,0,2,5,0,1,1
570,1,3,0,0,0,1,5,0,1,1
571,1,2,0,0,0,1,7,0,1,2
572,1,1,1,2,0,1,6,1,3,4
573,1,1,0,0,0,1,6,1,1,3
574,1,3,1,0,0,3,4,0,2,1
575,0,3,0,0,0,1,3,0,1,2
576,0,3,0,0,0,1,4,0,1,3
577,1,2,1,0,0,1,5,0,2,2
578,1,1,1,1,0,1,6,1,3,4
579,0,3,1,1,0,2,6,0,3,3
580,1,3,0,0,0,1,5,0,1,2
581,1,2,1,1,1,1,5,0,2,3
582,1,1,1,1,1,2,6,1,3,4
583,0,2,0,0,0,1,6,0,1,3
584,0,1,0,0,0,2,6,1,1,4
585,0,3,0,0,0,2,5,0,1,2
586,1,1,1,0,2,1,3,1,2,4
587,0,2,0,0,0,1,6,0,1,3
588,1,1,0,1,1,2,6,1,1,4
589,0,3,0,0,0,1,4,0,1,2
590,0,3,0,0,0,1,5,0,1,2
591,0,3,0,0,0,1,5,0,1,1
592,1,1,1,1,0,2,6,1,3,4
593,0,3,0,0,0,1,6,0,1,1
594,0,3,1,0,2,3,4,0,2,1
595,0,2,0,1,0,1,6,0,1,3
596,0,3,0,1,1,1,6,0,1,3
597,1,2,1,0,0,1,4,0,2,4
598,0,3,0,0,0,1,6,0,1,1
599,0,3,0,0,0,2,5,0,1,1
600,1,1,0,1,0,2,6,1,5,4
601,1,2,1,2,1,1,4,0,3,3
602,0,3,0,0,0,1,5,0,1,1
603,0,1,0,0,0,1,5,0,1,4
604,0,3,0,0,0,1,6,0,1,2
605,1,1,0,0,0,2,5,0,1,3
606,0,3,0,1,0,1,6,0,1,3
607,0,3,0,0,0,1,5,0,1,1
608,1,1,0,0,0,1,5,0,1,3
609,1,2,1,1,2,2,4,0,3,4
610,1,1,1,0,0,1,6,1,2,4
611,0,3,1,1,5,1,6,0,3,4
612,0,3,0,0,0,1,5,0,1,1
613,1,3,1,1,0,3,4,0,2,3
614,0,3,0,0,0,3,5,0,1,1
615,0,3,0,0,0,1,5,0,1,2
616,1,2,1,1,2,1,4,0,2,4
617,0,3,0,1,1,1,5,0,1,2
618,0,3,1,1,0,1,5,0,3,3
619,1,2,1,2,1,1,1,1,2,4
620,0,2,0,0,0,1,5,0,1,2
621,0,3,0,1,0,2,5,0,1,2
622,1,1,0,1,0,1,6,1,1,4
623,1,3,0,1,1,2,4,0,1,3
624,0,3,0,0,0,1,4,0,1,1
625,0,3,0,0,0,1,4,0,1,3
626,0,1,0,0,0,1,7,1,1,4
627,0,2,0,0,0,3,6,0,6,2
628,1,1,1,0,0,1,4,1,2,4
629,0,3,0,0,0,1,5,0,1,1
630,0,3,0,0,0,3,5,0,1,1
631,1,1,0,0,0,1,7,1,1,3
